"","rt","int"
"145",1.20992855016374,-308
"146",1.21826138731765,-348
"147",1.22659422447157,-383
"148",1.23492706162548,-411
"149",1.2432598987794,-425
"150",1.25159273593331,-432
"151",1.25992557308723,-489
"152",1.26825841024114,-468
"153",1.27659124739506,-410
"154",1.28492408454897,-432
"155",1.29325692170289,-466
"156",1.3015897588568,-475
"157",1.30992259601072,-494
"158",1.31825543316463,-588
"159",1.32658827031855,-639
"160",1.33492110747246,-646
"161",1.34325394462638,-678
"162",1.35158678178029,-741
"163",1.35991961893421,-831
"164",1.36825245608812,-869
"165",1.37658529324204,-880
"166",1.38491813039595,-916
"167",1.39325096754987,-873
"168",1.40158380470378,-848
"169",1.4099166418577,-850
"170",1.41824947901161,-901
"171",1.42658231616553,-984
"172",1.43491515331944,-1049
"173",1.44324799047336,-1049
"174",1.45158082762727,-963
"175",1.45991366478119,-926
"176",1.4682465019351,-942
"177",1.47657933908901,-950
"178",1.48491217624293,-922
"179",1.49324501339684,-938
"180",1.50157785055076,-952
"181",1.50991068770467,-925
"182",1.51824352485859,-934
"183",1.5265763620125,-998
"184",1.53490919916642,-983
"185",1.54324203632033,-874
"186",1.55157487347425,-756
"187",1.55990771062816,-712
"188",1.56824054778208,-702
"189",1.57657338493599,-748
"190",1.58490622208991,-859
"191",1.59323905924382,-944
"192",1.60157189639774,-926
"193",1.60990473355165,-901
"194",1.61823757070557,-894
"195",1.62657040785948,-803
"196",1.6349032450134,-718
"197",1.64323608216731,-714
"198",1.65156891932123,-707
"199",1.65990175647514,-737
"200",1.66823459362906,-725
"201",1.67656743078297,-725
"202",1.68490026793689,-701
"203",1.6932331050908,-657
"204",1.70156594224472,-666
"205",1.70989877939863,-665
"206",1.71823161655255,-607
"207",1.72656445370646,-533
"208",1.73489729086038,-476
"209",1.74323012801429,-511
"210",1.7515629651682,-650
"211",1.75989580232212,-801
"212",1.76822863947603,-889
"213",1.77656147662995,-984
"214",1.78489431378386,-1087
"215",1.79322715093778,-1022
